country,year,oil_production_kbbl_day
India,2019,667.516188493137
Indonesia,2019,742.139726027397
Iran,2019,2933.30136986301
Iraq,2019,4720.36986301369
Israel,2019,1.0
Italy,2019,77.6567397260274
Ivory Coast,2019,39.314289
Japan,2019,4.11949863013698
Jordan,2019,0.02
Kazakhstan,2019,1862.98682428318
Kuwait,2019,2820.61643835616
Libya,2019,1168.67123287671
Malaysia,2019,609.065033569137
Mauritania,2019,0.0
Mexico,2019,1705.84684931506
Mongolia,2019,18.4625726027397
Mozambique,2019,0.0
Myanmar,2019,8.0
Netherlands,2019,18.1579180707342
New Zealand,2019,9.67715342465753
Niger,2019,15.0
Nigeria,2019,1945.64316504563
Norway,2019,1437.13575342475
Oman,2019,970.939756164378
Pakistan,2019,84.9780821917808
Papua New Guinea,2019,35.3536986301369
Peru,2019,52.983779725989
Philippines,2019,1.0
Poland,2019,19.4980493150684
Qatar,2019,1231.44383561643
"Congo, Rep.",2019,329.705817496383
Romania,2019,69.8890602739726
Russia,2019,10847.3741518755
Saudi Arabia,2019,9980.90410958904
Senegal,2019,0.0
Serbia,2019,17.0
South Africa,2019,1.24028493150684
Spain,2019,0.815167123287671
Sudan,2019,226.9603998424951
Suriname,2019,16.0
Sweden,2019,0.0
Syria,2019,30.0
Thailand,2019,228.317808219178
Timor-Leste,2019,23.0
Trinidad and Tobago,2019,58.8447205479452
Tunisia,2019,33.9941379584547
Turkiye,2019,57.5112356164383
Turkmenistan,2019,212.682393888
Ukraine,2019,34.5077232876712
United Arab Emirates,2019,3486.94648240907
United Kingdom,2019,1029.03244793109
United States,2019,12248.0191452054
Uzbekistan,2019,40.0794986301369
Venezuela,2019,877.668493150685
Vietnam,2019,221.775250267216
Yemen,2019,62.4973424657534
Albania,2020,17.2614289617486
Algeria,2020,1122.43169398907
Angola,2020,1242.93197440354
Argentina,2020,480.339388187308
Australia,2020,351.193119838232
Austria,2020,10.8184043715847
Azerbaijan,2020,694.819298661797
Bahrain,2020,170.857923497267
Bangladesh,2020,3.0
Belarus,2020,34.3728606557377
Belize,2020,1.7
Bolivia,2020,32.1599840304972
Brazil,2020,2939.95003630014
Brunei,2020,100.166666666666
Cambodia,2020,0.0
Cameroon,2020,71.6669005647759
Canada,2020,4180.43715846994
Chad,2020,122.754098360655
Chile,2020,1.58689890710382
China,2020,3854.64914942278
Colombia,2020,781.083028934426
Croatia,2020,11.8770081967213
Cuba,2020,36.415300546448
Cyprus,2020,0.0
Czechia,2020,1.84267213114754
Dem Rep of the Congo,2020,23.0
Denmark,2020,71.4123118430819
Ecuador,2020,479.37082390712
Egypt,2020,586.734972677595
Equatorial Guinea,2020,147.562841530054
Ethiopia,2020,0.0
France,2020,12.9378306010928
Gabon,2020,173.63387978142
Georgia,2020,0.317475409836065
Germany,2020,37.4279207650273
Ghana,2020,199.473499536478
Greece,2020,1.80742076502732
Guatemala,2020,7.81104360638797
Guyana,2020,74.6189907103825
Hungary,2020,16.3824207650273
India,2020,627.418555191166
Indonesia,2020,708.256830601092
Iran,2020,2672.99180327868
Iraq,2020,4088.21857923497
Israel,2020,3.0
Italy,2020,100.621098360655
Ivory Coast,2020,36.7640373653688
Japan,2020,4.3445
Jordan,2020,0.02
Kazakhstan,2020,1756.80047685588
Kuwait,2020,2544.51366120218
Libya,2020,408.073770491803
Malaysia,2020,555.8892428528
Mauritania,2020,0.0
Mexico,2020,1722.80382513661
Mongolia,2020,17.5621666666666
Mozambique,2020,0.0
Myanmar,2020,7.85747540983606
Netherlands,2020,32.7254485701338
New Zealand,2020,7.32424863387978
Niger,2020,14.0
Nigeria,2020,1774.62998951531
Norway,2020,1713.04540983592
Oman,2020,949.018896174814
Pakistan,2020,74.0928961747732
Papua New Guinea,2020,39.3580300546448
Peru,2020,39.676956284153
Philippines,2020,0.982215846994535
Poland,2020,18.7750136612021
Qatar,2020,1274.48360655737
"Congo, Rep.",2020,283.163453254852
Romania,2020,68.2592103825136
Russia,2020,9865.4217201948
Saudi Arabia,2020,9405.66666666666
Senegal,2020,0.0
Serbia,2020,16.3023415300546
South Africa,2020,1.01443715846994
Spain,2020,0.548827868852459
Sudan,2020,226.12244123376962
Suriname,2020,15.5277622950819
Sweden,2020,0.0
Syria,2020,46.0273224043715
Thailand,2020,202.116718579234
Timor-Leste,2020,14.0
Trinidad and Tobago,2020,56.4712747885327
Tunisia,2020,31.1945573769644
Turkiye,2020,61.5206994535519
Turkmenistan,2020,186.760046453
Ukraine,2020,33.5879071038251
United Arab Emirates,2020,3138.22356609338
United Kingdom,2020,950.781715855852
United States,2020,11307.5628469945
Uzbekistan,2020,38.0015874316939
Venezuela,2020,527.062841530054
Vietnam,2020,193.321346457226
Yemen,2020,58.2756830601092
Albania,2021,16.0932958904109
Algeria,2021,1133.94520547945
Angola,2021,1112.22735757395
Argentina,2021,513.56190134283
Australia,2021,334.44762055046
Austria,2021,10.8414657534246
Azerbaijan,2021,710.758387665465
Bahrain,2021,175.013698630137
Bangladesh,2021,3.0
Belarus,2021,33.9726465753424
Belize,2021,0.0
Bolivia,2021,31.3375304709205
Brazil,2021,2905.12056941852
Brunei,2021,98.1591780821917
Cambodia,2021,0.0
Cameroon,2021,68.272014876115
Canada,2021,4439.36986301369
Chad,2021,105.523287671232
Chile,2021,1.81561369863013
China,2021,3959.08232732954
Colombia,2021,736.357050285479
Croatia,2021,11.3405260273972
Cuba,2021,33.9123287671232
Cyprus,2021,0.0
Czechia,2021,1.68688493150684
Dem Rep of the Congo,2021,22.0
Denmark,2021,64.1242771660246
Ecuador,2021,472.881168840997
Egypt,2021,560.942414985356
Equatorial Guinea,2021,132.561643835616
Ethiopia,2021,0.0
France,2021,13.0332657534246
Gabon,2021,175.04109589041
Georgia,2021,0.296038356164383
Germany,2021,35.9825561643835
Ghana,2021,179.889514347597
Greece,2021,1.54114520547945
Guatemala,2021,7.14120328766575
Guyana,2021,116.913070684931
Hungary,2021,17.7325753424657
India,2021,610.733832328753
Indonesia,2021,658.629301369863
Iran,2021,3122.46575342465
Iraq,2021,4084.82191780821
Israel,2021,3.0
Italy,2021,96.7594191780822
Ivory Coast,2021,32.9816728744493
Japan,2021,4.03965205479452
Jordan,2021,0.02
Kazakhstan,2021,1760.58868700182
Kuwait,2021,2527.1056342064
Libya,2021,1237.80821917808
Malaysia,2021,508.807051768241
Mauritania,2021,0.0
Mexico,2021,1779.85205479452
Mongolia,2021,16.7033479452054
Mozambique,2021,0.0
Myanmar,2021,7.62525205479452
Netherlands,2021,32.7233175149342
New Zealand,2021,7.33729863013698
Niger,2021,14.0
Nigeria,2021,1522.56330410947
Norway,2021,1775.81347945192
Oman,2021,970.816438356164
Pakistan,2021,75.9773696675589
Papua New Guinea,2021,36.974306849315
Peru,2021,38.3910438355616
Philippines,2021,0.953101369863013
Poland,2021,17.8345342465753
Qatar,2021,1289.11384931506
"Congo, Rep.",2021,265.965474337048
Romania,2021,65.7767780821917
Russia,2021,10111.8279307793
Saudi Arabia,2021,9313.14470734749
