country,year,flare_volume_bcm
Germany,2015,7.06890410430222e-05
Ghana,2015,0.1067087271147668
Greece,2015,0.012236754127680823
Guatemala,2015,0.0102116145174883
Guyana,2015,0.0
Hungary,2015,0.0011225503515990276
India,2015,1.360773191527646
Indonesia,2015,1.4958563713050628
Iran,2015,14.434393561117114
Iraq,2015,27.678105904633284
Israel,2015,0.0007805587975696999
Italy,2015,6.05760841930159e-06
Ivory Coast,2015,0.04271520453102602
Japan,2015,0.0001388972212464
Jordan,2015,1.35611773778697e-05
Kazakhstan,2015,5.666002279641575
Kuwait,2015,0.8495436912723116
Kyrgyzstan,2015,0.002483994654848628
Libya,2015,3.0941218687777012
Malaysia,2015,3.709736355893117
Mauritania,2015,0.0209058433020803
Mexico,2015,5.786623026538048
Mongolia,2015,0.0037739501843849
Morocco,2015,0.0
Mozambique,2015,0.0059787023367131
Myanmar,2015,0.032458250665317205
Netherlands,2015,0.003020383888431243
New Zealand,2015,0.10770044275135371
Niger,2015,0.0214670039886026
Nigeria,2015,7.18414355065838
Norway,2015,0.22906585463195847
Oman,2015,1.727268543553923
Pakistan,2015,0.1853667527003612
Panama,2015,0.0
Papua New Guinea,2015,0.048341389875877994
Peru,2015,0.11675334908072434
Philippines,2015,0.1226138523823791
Poland,2015,0.006684465332583034
Qatar,2015,1.2957272754909792
Romania,2015,0.01023102302463552
Russia,2015,17.12741737300341
Rwanda,2015,0.0006266505290658
Saudi Arabia,2015,2.218386278246659
Senegal,2015,0.0
Serbia,2015,0.004001936995436185
Singapore,2015,0.0004278457353020813
South Africa,2015,0.0091241639609448
South Korea,2015,0.0
Spain,2015,0.0037427252332179
Sudan,2015,0.45485770190971886
Sweden,2015,0.0004541590563063
Syria,2015,0.32339385616862404
Tanzania,2015,9.44792704805924e-05
Thailand,2015,0.2348303438171115
Timor-Leste,2015,0.0205159439162029
Trinidad and Tobago,2015,0.21293426278600439
Tunisia,2015,0.22740827397539518
Turkiye,2015,0.006024339703750431
Turkmenistan,2015,1.791347443763301
Uganda,2015,0.0014335250951199
Ukraine,2015,0.07207162180391896
United Arab Emirates,2015,0.9092899829606508
United Kingdom,2015,0.7322424986182384
United States,2015,4.94632286957787
Uzbekistan,2015,0.7956687612751527
Venezuela,2015,18.59943584975647
Vietnam,2015,0.6099359204801453
Yemen,2015,0.6118149815294319
Zimbabwe,2015,0.0
Albania,2016,0.0111502099929865
Algeria,2016,12.005102571299554
Angola,2016,6.07137676169286
Argentina,2016,0.26130537671258536
Australia,2016,0.7033672237715514
Austria,2016,0.0
Azerbaijan,2016,0.1619410465803376
Bahrain,2016,0.04635372679223035
Bangladesh,2016,0.0020571843850724515
Belarus,2016,0.0021887379265905
Belize,2016,0.0002588948256175
Bolivia,2016,0.060893899755722077
Brazil,2016,0.9108327204044622
Brunei,2016,0.2592658950422451
Cambodia,2016,0.0
Cameroon,2016,0.7713961324530582
Canada,2016,0.5273028592407645
Chad,2016,0.22855438231056532
Chile,2016,0.01936402666533117
China,2016,0.8676465119668868
Colombia,2016,0.2510139130896496
"Congo, Rep.",2016,0.7910003491773572
Croatia,2016,0.005048853310858868
Cuba,2016,0.02059835678840652
Dem Rep of the Congo,2016,0.15523757282997794
Denmark,2016,0.08319990003889868
Ecuador,2016,0.4414675763890091
Egypt,2016,2.575459125581161
Equatorial Guinea,2016,0.3735877780375836
Eritrea,2016,0.0
Ethiopia,2016,0.004549971645841852
France,2016,0.01878735977337767
Gabon,2016,0.8868907459319941
Georgia,2016,0.0005642431955565
Germany,2016,6.61036895566344e-06
Ghana,2016,0.1280147240678435
Greece,2016,0.0065624870524571
Guatemala,2016,0.03181703025315872
Guyana,2016,0.0
Hungary,2016,0.0022890485353795503
India,2016,1.148140814542596
Indonesia,2016,1.5188096177092976
Iran,2016,21.794424243884038
Iraq,2016,31.165423520997745
Israel,2016,0.0004153559185234913
Italy,2016,0.0015543708680712
Ivory Coast,2016,0.05427820316014127
Japan,2016,0.0007808851005581
Jordan,2016,4.21035978189005e-05
Kazakhstan,2016,3.221874896119053
Kuwait,2016,1.2254399635926434
Kyrgyzstan,2016,0.0031116113518260898
Libya,2016,2.6762765107664435
Malaysia,2016,2.882810620706818
Mauritania,2016,0.0378257545525864
Mexico,2016,5.661117475227667
Mongolia,2016,0.0020684824829911
Morocco,2016,0.0092390270655623
Mozambique,2016,0.0010354976364165
Myanmar,2016,0.02235186430119027
Netherlands,2016,0.0019419413779845278
New Zealand,2016,0.077628619708325
Niger,2016,0.01672986462917715
Nigeria,2016,6.940026921859628
Norway,2016,0.2237213624432019
Oman,2016,2.130325983861511
Pakistan,2016,0.15691357357685304
Panama,2016,0.0
Papua New Guinea,2016,0.0571604087058067
Peru,2016,0.059981632767655245
Philippines,2016,0.11290739019133329
Poland,2016,0.01262055802713766
Qatar,2016,1.1756946685590162
Romania,2016,0.006547451392294758
Russia,2016,19.820629055388324
Rwanda,2016,0.0002291603260885
Saudi Arabia,2016,2.3313929236439876
Senegal,2016,0.0
Serbia,2016,0.0009836144352921863
Singapore,2016,0.0013065521689702999
South Africa,2016,0.008362966641110501
South Korea,2016,0.0003052558470959
Spain,2016,0.00063350751788
Sudan,2016,0.26068770451854334
Sweden,2016,3.03315623181818e-05
Syria,2016,0.5138857079852586
Tanzania,2016,5.72715188053061e-05
Thailand,2016,0.255103264293866
Timor-Leste,2016,0.0266726918587321
Trinidad and Tobago,2016,0.19202586910311
Tunisia,2016,0.1515164746566553
Turkiye,2016,0.011079933322181185
Turkmenistan,2016,1.6253733071105627
Uganda,2016,0.0
Ukraine,2016,0.05458489201634742
United Arab Emirates,2016,0.7734056782459222
United Kingdom,2016,0.7411873633966602
United States,2016,3.928853569832098
Uzbekistan,2016,0.7310545020531498
Venezuela,2016,16.013639918621752
Vietnam,2016,0.4932547391083666
Yemen,2016,0.22668457089441543
Zimbabwe,2016,0.0
Albania,2017,0.0044172436197327004
Algeria,2017,10.752883780148872
Angola,2017,4.21207798641381
Argentina,2017,0.28522538591017044
Australia,2017,1.2293108814051112
Austria,2017,0.000136764982015
Azerbaijan,2017,0.08934325572524149
Bahrain,2017,0.05128990168416203
Bangladesh,2017,0.0024762107261835993
Belarus,2017,0.002835928990166
Belize,2017,8.10945588907128e-05
Bolivia,2017,0.03459255195339271
Brazil,2017,0.900292920200206
Brunei,2017,0.2914627126750882
Cambodia,2017,0.0
Cameroon,2017,0.6620040417155867
Canada,2017,0.642317772449318
Chad,2017,0.1863486356423561
Chile,2017,0.009168694411924463
China,2017,0.870647453298096
Colombia,2017,0.2737843698623778
"Congo, Rep.",2017,0.8901505082690625
Croatia,2017,0.003306828422365492
Cuba,2017,0.004319227924638525
Dem Rep of the Congo,2017,0.14468931482736033
Denmark,2017,0.06867767378280491
Ecuador,2017,0.4234810424655869
Egypt,2017,1.8502239344227456
Equatorial Guinea,2017,0.2521957273249844
Eritrea,2017,0.0
Ethiopia,2017,1.5473452815528e-05
France,2017,0.006749430964032287
Gabon,2017,0.9059877660114175
Georgia,2017,4.60672433981037e-05
Germany,2017,8.20141665725091e-05
Ghana,2017,0.30246448432622663
Greece,2017,0.004003379680733572
Guatemala,2017,0.0439141240503999
Guyana,2017,0.0
Hungary,2017,0.0018422172296901507
India,2017,1.159011300903015
Indonesia,2017,1.2347721958048357
Iran,2017,24.834570958182283
Iraq,2017,31.52541760780917
Israel,2017,0.000273680717238599
Italy,2017,7.90140420857902e-06
Ivory Coast,2017,0.044668471407835954
Japan,2017,0.0006337321465382
Jordan,2017,0.0
Kazakhstan,2017,2.684436905410338
Kuwait,2017,0.8400127868864499
Kyrgyzstan,2017,0.003614528980699059
Libya,2017,4.540046544554932
Malaysia,2017,2.6571277397963
Mauritania,2017,0.0249041531879023
Mexico,2017,4.101029611404219
Mongolia,2017,0.0007572935412493391
Morocco,2017,0.0040164528329213
Mozambique,2017,0.001748719077087
Myanmar,2017,0.020498370737612202
Netherlands,2017,0.0020727540405211997
New Zealand,2017,0.07890334945265326
Niger,2017,0.012971017104114848
Nigeria,2017,7.839594997420722
Norway,2017,0.13450915426167237
Oman,2017,2.184791808414162
Pakistan,2017,0.135073039557857
Panama,2017,0.0
Papua New Guinea,2017,0.0360925573728789
Peru,2017,0.04553943232511577
Philippines,2017,0.0836380703845198
Poland,2017,0.01031059423597093
Qatar,2017,1.2364460527744279
Romania,2017,0.003069016693981669
Russia,2017,20.219375848922507
Rwanda,2017,0.0002891038889081
Saudi Arabia,2017,2.4860942289202272
Senegal,2017,0.0
Serbia,2017,0.0001036188878947678
Singapore,2017,0.0012512566644744
South Africa,2017,0.0056903715816835005
South Korea,2017,4.08224584187813e-05
Spain,2017,0.0013768651114139
Sudan,2017,0.26079804987851846
Sweden,2017,0.0003644276916959
Syria,2017,1.4157315995123076
Tanzania,2017,9.17447498830926e-06
Thailand,2017,0.22691993724873932
Timor-Leste,2017,0.0249761141063398
Trinidad and Tobago,2017,0.19527643733805763
Tunisia,2017,0.12757132263380397
Turkiye,2017,0.006977803105657986
Turkmenistan,2017,1.7137791616170093
Uganda,2017,1.70252439999325e-05
Ukraine,2017,0.050419609401573334
United Arab Emirates,2017,1.0483313667668115
United Kingdom,2017,0.7972311728899121
United States,2017,4.730474579333237
Uzbekistan,2017,0.6558160044365865
Venezuela,2017,13.218921458902305
Vietnam,2017,0.5956954513345668
Yemen,2017,0.2996530885522387
Zimbabwe,2017,0.0
Albania,2018,0.0016004300095805552
Algeria,2018,10.943556766414845
Angola,2018,3.0729880293300775
Argentina,2018,0.45916464289961095
Australia,2018,1.4546441380424517
Austria,2018,0.0001732278828628
Azerbaijan,2018,0.15920489606871385
Bahrain,2018,0.0496372974587222
Bangladesh,2018,0.0039264241045339
Belarus,2018,0.0027001753855862964
Belize,2018,0.0001319176430436
Bolivia,2018,0.04565449325705472
Brazil,2018,0.8813464128188494
Brunei,2018,0.2377371344669365
Cambodia,2018,0.0
Cameroon,2018,0.6631632672356146
Canada,2018,0.6184455787971619
Chad,2018,0.1442984848474346
Chile,2018,0.018420367023565167
China,2018,1.1406041586723192
Colombia,2018,0.38076796249489914
"Congo, Rep.",2018,1.286702803991695
Croatia,2018,0.007665621258292515
Cuba,2018,0.005949938685508492
Dem Rep of the Congo,2018,0.12653182249866232
Denmark,2018,0.0689520274510574
Ecuador,2018,0.3947198329230133
Egypt,2018,1.8770629030546861
Equatorial Guinea,2018,0.2587494685307094
Eritrea,2018,5.73082758405557e-06
Ethiopia,2018,0.0165497712628435
France,2018,0.011915141547668756
Gabon,2018,0.8895003899152568
Georgia,2018,0.0
Germany,2018,0.0010798886228881597
Ghana,2018,0.1772238276509898
Greece,2018,0.0057829169265419455
Guatemala,2018,0.0412996106764108
Guyana,2018,0.0
Hungary,2018,0.013571064621992373
India,2018,1.0648807968802894
Indonesia,2018,1.1739246627829552
Iran,2018,23.741245329092294
Iraq,2018,28.103946269927935
Israel,2018,0.0003492004841553188
Italy,2018,5.302643545948915e-05
Ivory Coast,2018,0.028805630211702536
Japan,2018,0.0007618584878044
Jordan,2018,1.62768073947916e-05
Kazakhstan,2018,2.382290737545194
Kuwait,2018,0.8679942809232389
Kyrgyzstan,2018,0.002526019320894925
Libya,2018,5.811366548582022
Malaysia,2018,2.0322474772576515
Mauritania,2018,2.94489945082855e-05
Mexico,2018,4.377258625448123
Mongolia,2018,0.0016282847258998
Morocco,2018,0.0
Mozambique,2018,0.004944900505150174
Myanmar,2018,0.010870066046910105
Netherlands,2018,0.0008520623514569055
New Zealand,2018,0.04349772134614663
Niger,2018,0.0129297752984283
Nigeria,2018,8.17197253812015
Norway,2018,0.12333795240034641
Oman,2018,2.220836606508297
Pakistan,2018,0.12351123237696111
Panama,2018,0.0002335196005501471
Papua New Guinea,2018,0.06561737404546118
Peru,2018,0.05909706397971963
Philippines,2018,0.0651447995237006
Poland,2018,0.017014942379147042
Qatar,2018,1.110510444093903
Romania,2018,0.005361501093515502
Russia,2018,25.200630840131318
Rwanda,2018,8.88928719535791e-05
Saudi Arabia,2018,2.1820809367131497
Senegal,2018,0.0
Serbia,2018,0.00017512611454677227
Singapore,2018,0.0004603726237381639
South Africa,2018,0.0178624876449719
South Korea,2018,0.0003842224199968
Spain,2018,0.0016680488212293
Sudan,2018,0.29908229017843635
Sweden,2018,0.0003454962795825
Syria,2018,0.46260037941005366
Tanzania,2018,0.0
Thailand,2018,0.19073849543440916
Timor-Leste,2018,0.0406443734445419
Trinidad and Tobago,2018,0.1911171310369651
Tunisia,2018,0.15293297165464123
Turkiye,2018,0.006335924966891193
Turkmenistan,2018,1.6010063920992046
Uganda,2018,0.0
Ukraine,2018,0.056190624131347865
United Arab Emirates,2018,1.3452559986544037
United Kingdom,2018,0.7011751090962556
United States,2018,8.391856219045263
Uzbekistan,2018,0.5093724274613314
Venezuela,2018,15.331488677180856
Vietnam,2018,0.5108786881871014
Yemen,2018,0.4356296938928627
Zimbabwe,2018,0.0
Albania,2019,0.0010355369542045
Algeria,2019,11.248372440993629
Angola,2019,2.408268571120709
Argentina,2019,0.7557248335078217
Australia,2019,1.9885712574591825
Austria,2019,0.0004871003818327
Azerbaijan,2019,0.21366919328374717
Bahrain,2019,0.09115402854450727
Bangladesh,2019,0.004719884643383045
Belarus,2019,0.0019281232453023927
Belize,2019,0.000157993848731
Bolivia,2019,0.029044903483384187
Brazil,2019,1.0711567792613021
Brunei,2019,0.2607763491636497
Cambodia,2019,0.0
Cameroon,2019,0.6488626205701002
Canada,2019,0.5980481964584952
Chad,2019,0.11021173162899137
Chile,2019,0.012496415096963242
China,2019,1.3237767862923489
Colombia,2019,0.3205820877609356
"Congo, Rep.",2019,1.3975008291547193
Croatia,2019,0.002675576055644086
Cuba,2019,0.006233308676868852
Dem Rep of the Congo,2019,0.15674778824373928
Denmark,2019,0.04001095172506391
Ecuador,2019,0.4469052004254014
Egypt,2019,1.9720922575108641
Equatorial Guinea,2019,0.2809588707541523
Eritrea,2019,0.0
Ethiopia,2019,0.0
France,2019,0.007593677034244085
Gabon,2019,0.9412066753928799
Georgia,2019,0.0002953457965408371
Germany,2019,0.0001784114476249
Ghana,2019,0.1376983812160743
Greece,2019,0.0017315173485422
Guatemala,2019,0.045576738661649
Guyana,2019,0.0177997030981703
Hungary,2019,0.04911610121098069
India,2019,0.9441633814797071
Indonesia,2019,1.138045798130441
Iran,2019,18.795608231167023
Iraq,2019,29.13681644694656
Israel,2019,0.0002614033792369401
Italy,2019,0.0010777603198733
Ivory Coast,2019,0.026718522224808347
Japan,2019,0.0004036569673669
Jordan,2019,0.000797597081007401
Kazakhstan,2019,1.6647795438586326
Kuwait,2019,0.8700331533439267
Kyrgyzstan,2019,0.0024880014877718
Libya,2019,6.8845193750775096
Malaysia,2019,1.8330227860970862
Mauritania,2019,0.0
Mexico,2019,5.25277625664536
Mongolia,2019,0.0073361393734288
Morocco,2019,0.0
Mozambique,2019,0.0015991648897005
Myanmar,2019,0.016218040741120633
Netherlands,2019,0.0016644945919533152
New Zealand,2019,0.030693612974590938
Niger,2019,0.0110275642430139
Nigeria,2019,8.242126712589622
Norway,2019,0.0994922964569788
Oman,2019,2.51129199776911
Pakistan,2019,0.14871817539338925
Panama,2019,0.0008975153924860001
Papua New Guinea,2019,0.0302249136207855
Peru,2019,0.03537791594094125
Philippines,2019,0.047922129889223196
Poland,2019,0.011126969678476368
Qatar,2019,1.1233842634584847
Romania,2019,0.00741558778378974
Russia,2019,28.005776220840104
Rwanda,2019,0.0001820474626694
Saudi Arabia,2019,2.944670656409842
Senegal,2019,0.0
Serbia,2019,0.0003376185321368
Singapore,2019,0.000597910331225
South Africa,2019,0.0111589485985894
South Korea,2019,0.0010333209099745
Spain,2019,0.0002130083515166
Sudan,2019,0.19079885643518057
Sweden,2019,0.000297618613558
Syria,2019,0.6637399422070493
Tanzania,2019,0.0002937263683295
Thailand,2019,0.18607580425105402
Timor-Leste,2019,0.0172562817532581
Trinidad and Tobago,2019,0.18603440227127097
Tunisia,2019,0.11745795563629116
Turkiye,2019,0.008667461848990815
Turkmenistan,2019,1.5489524024558878
Uganda,2019,0.0003359137094668
Ukraine,2019,0.04954791398708695
United Arab Emirates,2019,0.9515321095387068
United Kingdom,2019,0.6698255718819737
United States,2019,11.779092984465207
